38235	42	10	21	ναί
38561	42	10	38	αὐτὸν
38885	42	11	14	κωφός
39078	42	11	26	ἑπτά
39514	42	11	48	αὐτοὺς
39568	42	11	51	ναί
39717	42	12	5	ναί
40452	42	12	48	γνοὺς
40847	42	13	11	δεκαοκτώ
41588	42	14	16	πολλούς
41775	42	14	26	ἀδελφάς
42143	42	15	13	μακράν
43513	42	17	27	κιβωτόν
44387	42	19	4	αὐτόν
44548	42	19	14	αὐτόν
44968	42	19	41	αὐτήν
45221	42	20	9	ἄνθρωπος
45655	42	20	37	νεκροὶ
47000	42	22	41	βολήν
47091	42	22	47	αὐτούς
48053	42	23	39	αὐτόν
48203	42	23	49	απο
48847	42	24	33	ἰερουσαλήμ
48909	42	24	38	ἐστέ
49057	42	24	47	ἰερουσαλήμ
49231	43	1	9	ἀληθινὸν
49549	43	1	29	αὐτόν
51019	43	3	35	υἱόν
52011	43	5	2	βηθζαθά
52077	43	5	7	ἐγὼ
52127	43	5	10	κράβαττον
52258	43	5	18	θεόν
53121	43	6	22	ἕν
53415	43	6	37	πρός
54520	43	7	31	αὐτόν
55037	43	8	11	[καὶ]
55252	43	8	22	ἑαυτὸν
56037	43	9	6	ὀφθαλμούς
56184	43	9	15	ὀφθαλμούς
56876	43	10	14	καλός
57099	43	10	27	αὐτά
57732	43	11	27	ναί
57873	43	11	33	ἑαυτόν
59411	43	13	13	καὶ
59847	43	14	1	θεόν
60257	43	14	23	αὐτόν
60359	43	14	28	ἄν
60409	43	14	31	ἐνετείλατο
60412	43	14	31	πατὴρ
60423	43	15	1	ἀληθινή
60629	43	15	12	ἐμὴ
61948	43	17	24	ἐμὴν
62673	43	18	36	ἄν
62811	43	19	2	αὐτόν
63185	43	19	21	βασιλεὺς
63339	43	19	28	γραφὴ
63584	43	19	41	καινόν
63668	43	20	3	μαθητής
64516	43	21	15	ναί
64539	43	21	16	ναί
65312	44	2	3	πυρός
65839	44	2	33	ὑψωθεὶς
65850	44	2	33	πατρὸς
65968	44	2	39	μακρὰν
66051	44	2	44	κοινά
66164	44	3	3	ἱερὸν
66442	44	3	18	θεὸς
66892	44	4	16	φανερόν
66905	44	4	17	λαόν
67117	44	4	28	βουλὴ
67483	44	5	10	νεκράν
67581	44	5	16	ἰερουσαλήμ
67678	44	5	21	ἰσραήλ
67772	44	5	26	αὐτούς
67779	44	5	26	λαόν
68123	44	6	3	ἑπτὰ
68384	44	7	2	χαρράν
68443	44	7	5	ποδός
69177	44	7	43	μολὸχ
69260	44	7	47	σολομῶν
69421	44	7	57	αὐτόν
69740	44	8	17	αὐτούς
70625	44	9	26	αὐτόν
71190	44	10	16	τρίς
71297	44	10	22	θεὸν
72147	44	11	20	ἑλληνιστάς
72367	44	12	4	φυλακήν
72422	44	12	6	δυσίν
72703	44	12	19	εὑρὼν
72727	44	12	20	αὐτόν
73009	44	13	11	σέ
73019	44	13	11	παραχρῆμα
73158	44	13	18	καί
73381	44	13	31	εἰσὶν
74254	44	15	2	αὐτοὺς
74304	44	15	4	ἱερουσαλὴμ
74424	44	15	10	θεόν
75341	44	16	23	φυλακήν
75611	44	16	39	αὐτούς
75685	44	17	3	χριστός
75709	44	17	4	πολὺ
76168	44	17	27	θεὸν
76236	44	17	30	θεὸς
76421	44	18	6	ἐγώ
76840	44	19	1	μαθητάς
76966	44	19	9	μαθητάς
77103	44	19	16	πονηρὸν
77136	44	19	17	αὐτούς
77647	44	20	4	τυχικὸς
77964	44	20	22	ἰερουσαλήμ
78402	44	21	8	ἑπτὰ
78599	44	21	20	θεόν
78725	44	21	26	ἁγνισθεὶς
78729	44	21	26	ἱερόν
79092	44	22	3	γαμαλιήλ
79197	44	22	8	πρὸς
79238	44	22	10	δαμασκόν
79281	44	22	13	πρὸς
79594	44	22	30	ἀσφαλὲς
79602	44	22	30	αὐτόν
79727	44	23	6	φαρισαῖος
79841	44	23	11	ἰερουσαλὴμ
79987	44	23	18	σέ
80080	44	23	22	πρὸς
80083	44	23	23	προσκαλεσάμενός
80085	44	23	23	τινας
80194	44	23	30	σέ
80258	44	23	34	ἐστὶν
80507	44	24	15	θεόν
81440	44	26	10	λαβών
81747	44	26	26	βασιλεύς
81755	44	26	26	αὐτὸν
81846	44	26	31	ἄξιον
82256	44	27	23	ἐγὼ
83100	44	28	25	ἓν
83724	45	1	29	ψιθυριστάς
83727	45	1	30	ὑβριστάς
84339	45	3	8	κακὰ
84618	45	3	30	θεός
85159	45	5	8	θεὸς
85288	45	5	14	ἀδάμ
85802	45	6	22	δέ
86048	45	7	10	ζωὴν
86207	45	7	20	ἐγώ
86229	45	7	21	καλὸν
86519	45	8	12	ἐσμέν
86549	45	8	14	υἱοί
86867	45	8	34	ὅς
87061	45	9	6	ἰσραήλ
87068	45	9	7	ἀβραάμ
88168	45	11	21	οὐδέ
88442	45	12	2	νοός
88654	45	12	18	δυνατόν
88873	45	13	9	γάρ
88974	45	13	14	χριστόν
89046	45	14	5	γάρ
89539	45	15	12	ἰεσσαί
89795	45	15	27	γάρ
90005	45	16	7	ἰουνιᾶν
90454	46	1	9	θεὸς
90723	46	1	25	ἐστίν
91084	46	2	14	ἐστίν
91556	46	4	6	τό
91823	46	5	2	ἐστέ
92090	46	6	5	σοφὸς
92428	46	7	5	καιρὸν
92535	46	7	12	ἐγώ
92579	46	7	14	γυναικί
92814	46	7	29	λοιπὸν
93124	46	8	6	πατήρ
93137	46	8	6	χριστός
94196	46	11	2	καὶ
94282	46	11	7	κεφαλήν
94299	46	11	8	γυναικός
94402	46	11	16	τίς
94631	46	11	28	ἑαυτόν
94783	46	12	6	θεός
95634	46	14	16	ἀμήν
95686	46	14	20	φρεσίν
96037	46	15	3	γραφάς
96050	46	15	4	γραφάς
96533	46	15	39	σάρξ
96727	46	15	52	γάρ
97005	46	16	12	αὐτὸν
97678	47	2	3	αὐτὸ
99116	47	6	16	θεός
99786	47	8	19	δὲ
99978	47	9	5	ἀδελφοὺς
101367	47	12	20	ἐριθεῖαι
101661	48	1	2	ἀδελφοί
101816	48	1	12	αὐτό
101886	48	1	16	ἐμοὶ
102207	48	2	12	ἑαυτόν
102479	48	3	8	θεὸς
102504	48	3	10	εἰσὶν
103558	48	5	22	χαρά
103617	48	6	1	σεαυτόν
104100	49	1	15	κἀγώ
104529	49	2	15	αὑτῷ
105444	49	5	1	ἀγαπητά
106235	49	6	21	τυχικὸς
106412	50	1	8	θεός
106494	50	1	13	πᾶσιν
107178	50	2	28	αὐτὸν
108869	51	3	3	γάρ
109078	51	3	16	ἑαυτοὺς
109298	51	4	7	τυχικὸς
109947	52	2	13	καθὼς
109948	52	2	13	ἐστὶν
110742	52	5	6	λοιποί
111231	53	2	1	αὐτόν
111307	53	2	4	ἔστιν
112115	54	2	1	προσευχάς
112550	54	4	4	καλόν
113231	54	6	11	ὑπομονήν
114359	55	4	3	ἀκοήν
114477	55	4	12	τυχικὸν
114923	56	2	5	ἁγνάς
114924	56	2	5	οἰκουργούς
115236	56	3	12	τυχικόν
115398	57	1	8	διό
115559	57	1	20	ναί
115792	58	1	9	θεός
116177	58	2	17	θεόν
116812	58	5	3	αὑτοῦ
116822	58	5	4	τιμήν
117091	58	6	7	ὑετόν
117417	58	7	6	ἀβραάμ
117753	58	7	28	υἱόν
117843	58	8	5	φησίν
118526	58	9	28	χριστός
118638	58	10	7	θεός
120302	58	13	8	αὐτός
121426	59	3	2	ἀνήρ
121885	59	4	12	κριτής
122340	60	1	2	πατρός
122514	60	1	12	αὐτά
122744	60	2	1	καταλαλιάς
122879	60	2	10	λαὸς
123054	60	2	21	ὑπογραμμὸν
123198	60	3	5	ἑαυτάς
123207	60	3	6	ἀβραάμ
123232	60	3	7	τιμήν
123420	60	3	18	σαρκὶ
123577	60	4	6	σαρκὶ
123593	60	4	7	προσευχάς
124488	61	2	6	τεθεικώς
124565	61	2	12	δέ
124574	61	2	12	φθοράν
124766	61	3	1	ἐπιστολήν
125299	62	1	10	αὐτὸν
125626	62	2	16	πατρός
125719	62	2	21	αὐτήν
125901	62	3	1	πατὴρ
125919	62	3	2	ἀγαπητοί
125938	62	3	2	αὐτὸν
125951	62	3	3	ἑαυτὸν
126296	62	3	21	θεόν
126619	62	4	12	ἐστιν
126771	62	4	20	θεόν
127039	62	5	11	θεὸς
127180	62	5	18	ἑαυτόν
127288	63	1	3	πατρός
127296	63	1	3	πατρός
127328	63	1	5	καινήν
128012	65	1	16	γογγυσταί
128476	66	1	14	λευκόν
128478	66	1	14	χιών
128485	66	1	14	πυρός
128512	66	1	16	ἑπτά
128623	66	1	20	εἰσίν
128684	66	2	2	εἰσίν
128817	66	2	9	ἑαυτούς
128820	66	2	9	εἰσίν
128954	66	2	14	ἰσραήλ
128976	66	2	16	ταχύ
129045	66	2	18	πυρός
129565	66	3	12	ἰερουσαλήμ
129980	66	4	8	θεός
130130	66	5	4	πολὺ
130194	66	5	6	ἑπτά
130430	66	6	1	φωνῇ
130667	66	6	11	λευκή
131019	66	7	9	λευκάς
131207	66	7	17	αὐτούς
131270	66	8	3	πολλὰ
131309	66	8	5	λιβανωτόν
131413	66	8	9	ψυχάς
131434	66	8	10	λαμπάς
131964	66	9	19	κεφαλάς
132160	66	10	5	οὐρανόν
132308	66	10	10	γλυκύ
132650	66	11	13	ἑπτά
132735	66	11	17	θεός
132876	66	12	3	πυρρός
132926	66	12	5	υἱόν
133212	66	12	16	γυναικί
133238	66	12	17	γυναικί
133279	66	13	1	ἑπτά
133406	66	13	6	θεόν
133724	66	14	1	σιών
134009	66	14	11	νυκτός
134294	66	15	2	πυρί
134346	66	15	3	θεός
134616	66	16	7	ναί
134619	66	16	7	θεός
134859	66	16	18	βρονταί
135117	66	17	7	αὐτήν
135334	66	17	16	γυμνήν
135544	66	18	7	αὑτὴν
135565	66	18	7	εἰμί
135884	66	18	20	οὐρανέ
136108	66	19	4	ἀμήν
136156	66	19	6	θεός
136179	66	19	7	ἑαυτήν
136265	66	19	11	λευκός
136618	66	20	4	αὐτούς
136840	66	20	11	οὐρανός
137458	66	21	22	θεός
137905	66	22	16	λαμπρός
